run_accession	study_accession	secondary_study_accession	sample_accession	experiment_accession	submission_accession	tax_id	scientific_name	library_name	library_strategy	library_selection	read_count	study_title	study_alias	experiment_alias	run_alias	fastq_md5	fastq_ftp	submitted_bytes	submitted_ftp	broker_name	sample_title
ERR15935750	PRJEB88111	ERP171251	SAMEA120577440	ERX15331356	ERA35260635	9823	Sus scrofa		WGS	RANDOM	4193625	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036896_100_MG_LVK_94_SE	webin-reads-DTU_2024_1036896_100_MG_LVK_94_SE	80c6fab77694378ccdc6618a8bb5f0c7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/050/ERR15935750/ERR15935750.fastq.gz	14782159569	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15935750/DTU_2024_1036896_100_MG_LVK_94_SE.fq.gz	DTU-GE	DTU_2024_1036896_100_MG_LVK_94_SE
ERR15936522	PRJEB88111	ERP171251	SAMEA120577425	ERX15332128	ERA35260665	9823	Sus scrofa		WGS	RANDOM	7384253	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036883_100_MG_LVK_43_SE	webin-reads-DTU_2024_1036883_100_MG_LVK_43_SE	a37515886003033cc93a5ec84b0e7a48	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/022/ERR15936522/ERR15936522.fastq.gz	26075047582	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15936522/DTU_2024_1036883_100_MG_LVK_43_SE.fq.gz	DTU-GE	DTU_2024_1036883_100_MG_LVK_43_SE
ERR15941693	PRJEB88111	ERP171251	SAMEA120581460	ERX15337238	ERA35261319	1502	Clostridium perfringens		WGS	RANDOM	344322	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035987_100_SI_CP_46A_SE	webin-reads-DTU_2024_1035987_100_SI_CP_46A_SE	5b41dc664a8d5e05102bb5b9d65de520	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/093/ERR15941693/ERR15941693.fastq.gz	1472153481	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15941693/DTU_2024_1035987_100_SI_CP_46A_SE.fq.gz	DTU-GE	DTU_2024_1035987_100_SI_CP_46A_SE
ERR15941754	PRJEB88111	ERP171251	SAMEA120581426	ERX15337299	ERA35261380	562	Escherichia coli		WGS	RANDOM	232012	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035952_100_SI_LVK_11_SE	webin-reads-DTU_2024_1035952_100_SI_LVK_11_SE	6e17c20e18d1ee5ca3b3a0f4c2172bf8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/054/ERR15941754/ERR15941754.fastq.gz	1107943396	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15941754/DTU_2024_1035952_100_SI_LVK_11_SE.fq.gz	DTU-GE	DTU_2024_1035952_100_SI_LVK_11_SE
ERR15942126	PRJEB88111	ERP171251	SAMEA120581471	ERX15337671	ERA35261759	1502	Clostridium perfringens		WGS	RANDOM	283934	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035998_100_SI_CP_97A_SE	webin-reads-DTU_2024_1035998_100_SI_CP_97A_SE	c5efe52d999632a23c36ef7596e9af9b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/026/ERR15942126/ERR15942126.fastq.gz	1272079822	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942126/DTU_2024_1035998_100_SI_CP_97A_SE.fq.gz	DTU-GE	DTU_2024_1035998_100_SI_CP_97A_SE
ERR15942129	PRJEB88111	ERP171251	SAMEA120581448	ERX15337674	ERA35261762	562	Escherichia coli		WGS	RANDOM	131539	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035975_100_SI_DTU_83A_SE	webin-reads-DTU_2024_1035975_100_SI_DTU_83A_SE	1b90dfa6133aadf8dffed2b2e377d5ce	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/029/ERR15942129/ERR15942129.fastq.gz	760627846	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942129/DTU_2024_1035975_100_SI_DTU_83A_SE.fq.gz	DTU-GE	DTU_2024_1035975_100_SI_DTU_83A_SE
ERR15942135	PRJEB88111	ERP171251	SAMEA120581434	ERX15337680	ERA35261768	562	Escherichia coli		WGS	RANDOM	146625	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035961_100_SI_LVK_94_SE	webin-reads-DTU_2024_1035961_100_SI_LVK_94_SE	25270a24d42f388453298890ee842866	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/035/ERR15942135/ERR15942135.fastq.gz	809140043	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942135/DTU_2024_1035961_100_SI_LVK_94_SE.fq.gz	DTU-GE	DTU_2024_1035961_100_SI_LVK_94_SE
ERR15942138	PRJEB88111	ERP171251	SAMEA120581456	ERX15337683	ERA35261771	1502	Clostridium perfringens		WGS	RANDOM	162194	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035983_100_SI_CP_26D_SE	webin-reads-DTU_2024_1035983_100_SI_CP_26D_SE	fd6e76f25dd31066ac799af914297d74	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/038/ERR15942138/ERR15942138.fastq.gz	867848373	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942138/DTU_2024_1035983_100_SI_CP_26D_SE.fq.gz	DTU-GE	DTU_2024_1035983_100_SI_CP_26D_SE
ERR15942153	PRJEB88111	ERP171251	SAMEA120581427	ERX15337698	ERA35261791	562	Escherichia coli		WGS	RANDOM	107803	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035954_100_SI_LVK_43_SE	webin-reads-DTU_2024_1035954_100_SI_LVK_43_SE	1cba580ec1d6e15af5061fb611fbe4bb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/053/ERR15942153/ERR15942153.fastq.gz	629066081	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942153/DTU_2024_1035954_100_SI_LVK_43_SE.fq.gz	DTU-GE	DTU_2024_1035954_100_SI_LVK_43_SE
ERR15942168	PRJEB88111	ERP171251	SAMEA120581438	ERX15337713	ERA35261806	562	Escherichia coli		WGS	RANDOM	219098	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035965_100_SI_LVK_103_SE	webin-reads-DTU_2024_1035965_100_SI_LVK_103_SE	21bb08de5f98eadff5d76370a8844b66	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/068/ERR15942168/ERR15942168.fastq.gz	1004991341	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942168/DTU_2024_1035965_100_SI_LVK_103_SE.fq.gz	DTU-GE	DTU_2024_1035965_100_SI_LVK_103_SE
ERR15942175	PRJEB88111	ERP171251	SAMEA120581439	ERX15337720	ERA35261813	562	Escherichia coli		WGS	RANDOM	279904	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035966_100_SI_DTU_42C_SE	webin-reads-DTU_2024_1035966_100_SI_DTU_42C_SE	971b8cb1894b7b0e0947ad6aa18f6bf5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/075/ERR15942175/ERR15942175.fastq.gz	1167854076	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942175/DTU_2024_1035966_100_SI_DTU_42C_SE.fq.gz	DTU-GE	DTU_2024_1035966_100_SI_DTU_42C_SE
ERR15942178	PRJEB88111	ERP171251	SAMEA120581469	ERX15337723	ERA35261816	1502	Clostridium perfringens		WGS	RANDOM	351788	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035996_100_SI_CP_93B_SE	webin-reads-DTU_2024_1035996_100_SI_CP_93B_SE	e7388d5b2f9dc63c6ebf68bf460265f6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/078/ERR15942178/ERR15942178.fastq.gz	1437014758	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942178/DTU_2024_1035996_100_SI_CP_93B_SE.fq.gz	DTU-GE	DTU_2024_1035996_100_SI_CP_93B_SE
ERR15942189	PRJEB88111	ERP171251	SAMEA120581436	ERX15337734	ERA35261827	562	Escherichia coli		WGS	RANDOM	288435	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035963_100_SI_LVK_98_SE	webin-reads-DTU_2024_1035963_100_SI_LVK_98_SE	658b11545e119ca9bd6572cd30e39176	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/089/ERR15942189/ERR15942189.fastq.gz	1239413885	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942189/DTU_2024_1035963_100_SI_LVK_98_SE.fq.gz	DTU-GE	DTU_2024_1035963_100_SI_LVK_98_SE
ERR15942197	PRJEB88111	ERP171251	SAMEA120581465	ERX15337742	ERA35261835	1502	Clostridium perfringens		WGS	RANDOM	330534	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035992_100_SI_CP_61B_SE	webin-reads-DTU_2024_1035992_100_SI_CP_61B_SE	7e8ed4df247b18dd037b2d0dd9b44ade	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/097/ERR15942197/ERR15942197.fastq.gz	1367159513	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942197/DTU_2024_1035992_100_SI_CP_61B_SE.fq.gz	DTU-GE	DTU_2024_1035992_100_SI_CP_61B_SE
ERR15942200	PRJEB88111	ERP171251	SAMEA120581428	ERX15337745	ERA35261838	562	Escherichia coli		WGS	RANDOM	135343	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035955_100_SI_LVK_48_SE	webin-reads-DTU_2024_1035955_100_SI_LVK_48_SE	be9c483cce22b1cd3c970e352064fb5b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/000/ERR15942200/ERR15942200.fastq.gz	818489989	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942200/DTU_2024_1035955_100_SI_LVK_48_SE.fq.gz	DTU-GE	DTU_2024_1035955_100_SI_LVK_48_SE
ERR15942221	PRJEB88111	ERP171251	SAMEA120581450	ERX15337766	ERA35261859	562	Escherichia coli		WGS	RANDOM	131472	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035977_100_SI_DTU_101B_SE	webin-reads-DTU_2024_1035977_100_SI_DTU_101B_SE	d7c833d730e41a5ed655a5a7d6adaebd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/021/ERR15942221/ERR15942221.fastq.gz	759809433	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942221/DTU_2024_1035977_100_SI_DTU_101B_SE.fq.gz	DTU-GE	DTU_2024_1035977_100_SI_DTU_101B_SE
ERR15942235	PRJEB88111	ERP171251	SAMEA120581437	ERX15337780	ERA35261873	562	Escherichia coli		WGS	RANDOM	295365	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035964_100_SI_LVK_102_SE	webin-reads-DTU_2024_1035964_100_SI_LVK_102_SE	4ba5c7968f80fff834a7810805769346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/035/ERR15942235/ERR15942235.fastq.gz	1339659720	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942235/DTU_2024_1035964_100_SI_LVK_102_SE.fq.gz	DTU-GE	DTU_2024_1035964_100_SI_LVK_102_SE
ERR15942238	PRJEB88111	ERP171251	SAMEA120581431	ERX15337783	ERA35261876	562	Escherichia coli		WGS	RANDOM	123565	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035958_100_SI_LVK_74_SE	webin-reads-DTU_2024_1035958_100_SI_LVK_74_SE	83896f490d099605c5bdab4d573f2bb2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/038/ERR15942238/ERR15942238.fastq.gz	739999824	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942238/DTU_2024_1035958_100_SI_LVK_74_SE.fq.gz	DTU-GE	DTU_2024_1035958_100_SI_LVK_74_SE
ERR15942245	PRJEB88111	ERP171251	SAMEA120581430	ERX15337790	ERA35261883	562	Escherichia coli		WGS	RANDOM	273561	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035957_100_SI_LVK_61_SE	webin-reads-DTU_2024_1035957_100_SI_LVK_61_SE	2319bf174ceb94aaec282c872c58301a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/045/ERR15942245/ERR15942245.fastq.gz	1332582695	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942245/DTU_2024_1035957_100_SI_LVK_61_SE.fq.gz	DTU-GE	DTU_2024_1035957_100_SI_LVK_61_SE
ERR15942249	PRJEB88111	ERP171251	SAMEA120581459	ERX15337794	ERA35261887	1502	Clostridium perfringens		WGS	RANDOM	185607	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035986_100_SI_CP_43C_SE	webin-reads-DTU_2024_1035986_100_SI_CP_43C_SE	abc5be48ccbd4f3e05adc47a7bfd0f6d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/049/ERR15942249/ERR15942249.fastq.gz	932150995	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942249/DTU_2024_1035986_100_SI_CP_43C_SE.fq.gz	DTU-GE	DTU_2024_1035986_100_SI_CP_43C_SE
ERR15942255	PRJEB88111	ERP171251	SAMEA120581467	ERX15337800	ERA35261893	1502	Clostridium perfringens		WGS	RANDOM	400837	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035994_100_SI_CP_78B_SE	webin-reads-DTU_2024_1035994_100_SI_CP_78B_SE	e8baea010525d953ba01febd8b918da0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/055/ERR15942255/ERR15942255.fastq.gz	1678030146	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942255/DTU_2024_1035994_100_SI_CP_78B_SE.fq.gz	DTU-GE	DTU_2024_1035994_100_SI_CP_78B_SE
