run_accession	study_accession	secondary_study_accession	sample_accession	experiment_accession	submission_accession	tax_id	scientific_name	library_name	library_strategy	library_selection	read_count	study_title	study_alias	experiment_alias	run_alias	fastq_md5	fastq_ftp	submitted_bytes	submitted_ftp	broker_name	sample_title
ERR15939764	PRJEB88111	ERP171251	SAMEA120577439	ERX15335362	ERA35260814	9823	Sus scrofa		WGS	RANDOM	3760458	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036897_100_MG_LVK_97_SE	webin-reads-DTU_2024_1036897_100_MG_LVK_97_SE	21b1f3c80e74eb92c81822cfb24fbed5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/064/ERR15939764/ERR15939764.fastq.gz	6528956200	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15939764/DTU_2024_1036897_100_MG_LVK_97_SE.fq.gz	DTU-GE	DTU_2024_1036897_100_MG_LVK_97_SE
ERR15941744	PRJEB88111	ERP171251	SAMEA120581440	ERX15337289	ERA35261370	562	Escherichia coli		WGS	RANDOM	205601	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035967_100_SI_DTU_48A_SE	webin-reads-DTU_2024_1035967_100_SI_DTU_48A_SE	bcfba116ab99ecfe63c03df60c73dac5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/044/ERR15941744/ERR15941744.fastq.gz	1003600431	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15941744/DTU_2024_1035967_100_SI_DTU_48A_SE.fq.gz	DTU-GE	DTU_2024_1035967_100_SI_DTU_48A_SE
ERR15941747	PRJEB88111	ERP171251	SAMEA120581446	ERX15337292	ERA35261373	562	Escherichia coli		WGS	RANDOM	142358	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035973_100_SI_DTU_80C_SE	webin-reads-DTU_2024_1035973_100_SI_DTU_80C_SE	2241dba929f223c195a77de8f2b5d484	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/047/ERR15941747/ERR15941747.fastq.gz	847935091	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15941747/DTU_2024_1035973_100_SI_DTU_80C_SE.fq.gz	DTU-GE	DTU_2024_1035973_100_SI_DTU_80C_SE
ERR15942151	PRJEB88111	ERP171251	SAMEA120581452	ERX15337696	ERA35261789	1502	Clostridium perfringens		WGS	RANDOM	224138	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035979_100_SI_CP_11D_SE	webin-reads-DTU_2024_1035979_100_SI_CP_11D_SE	21a2e15fd4f432cf0bae1c8e0f0bda1e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/051/ERR15942151/ERR15942151.fastq.gz	1024360143	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942151/DTU_2024_1035979_100_SI_CP_11D_SE.fq.gz	DTU-GE	DTU_2024_1035979_100_SI_CP_11D_SE
ERR15942156	PRJEB88111	ERP171251	SAMEA120581473	ERX15337701	ERA35261794	1502	Clostridium perfringens		WGS	RANDOM	201060	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036000_100_SI_CP_102A_SE	webin-reads-DTU_2024_1036000_100_SI_CP_102A_SE	69f705b88d9d6aafe8da59800c890ab2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/056/ERR15942156/ERR15942156.fastq.gz	894765232	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942156/DTU_2024_1036000_100_SI_CP_102A_SE.fq.gz	DTU-GE	DTU_2024_1036000_100_SI_CP_102A_SE
ERR15942166	PRJEB88111	ERP171251	SAMEA120581454	ERX15337711	ERA35261804	1502	Clostridium perfringens		WGS	RANDOM	318184	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035981_100_SI_CP_14A_SE	webin-reads-DTU_2024_1035981_100_SI_CP_14A_SE	fda51cc8cae921620f61ca73b34f85c8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/066/ERR15942166/ERR15942166.fastq.gz	1346643370	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942166/DTU_2024_1035981_100_SI_CP_14A_SE.fq.gz	DTU-GE	DTU_2024_1035981_100_SI_CP_14A_SE
ERR15942182	PRJEB88111	ERP171251	SAMEA120581461	ERX15337727	ERA35261820	1502	Clostridium perfringens		WGS	RANDOM	375734	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035988_100_SI_CP_50D_SE	webin-reads-DTU_2024_1035988_100_SI_CP_50D_SE	70f06f4e942411eb09e9bb932e09109e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/082/ERR15942182/ERR15942182.fastq.gz	1566230624	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942182/DTU_2024_1035988_100_SI_CP_50D_SE.fq.gz	DTU-GE	DTU_2024_1035988_100_SI_CP_50D_SE
ERR15942192	PRJEB88111	ERP171251	SAMEA120581458	ERX15337737	ERA35261830	1502	Clostridium perfringens		WGS	RANDOM	232694	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035985_100_SI_CP_32A_SE	webin-reads-DTU_2024_1035985_100_SI_CP_32A_SE	78b0ef987a6896b668adeb8cc09961a0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/092/ERR15942192/ERR15942192.fastq.gz	938911349	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942192/DTU_2024_1035985_100_SI_CP_32A_SE.fq.gz	DTU-GE	DTU_2024_1035985_100_SI_CP_32A_SE
ERR15942230	PRJEB88111	ERP171251	SAMEA120581449	ERX15337775	ERA35261868	562	Escherichia coli		WGS	RANDOM	128012	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035976_100_SI_DTU_88A_SE	webin-reads-DTU_2024_1035976_100_SI_DTU_88A_SE	794b1fb700c2c70059157fd1845a018d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/030/ERR15942230/ERR15942230.fastq.gz	735744614	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942230/DTU_2024_1035976_100_SI_DTU_88A_SE.fq.gz	DTU-GE	DTU_2024_1035976_100_SI_DTU_88A_SE
ERR15909871	PRJEB88111	ERP171251	SAMEA120577456	ERX15305645	ERA35258665	9823	Sus scrofa		WGS	RANDOM	460036	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2025_1036887_101_MG_LVK_60_SE	webin-reads-DTU_2025_1036887_101_MG_LVK_60_SE	3c8b433d62d05f764073226ec4b4ad56	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/071/ERR15909871/ERR15909871.fastq.gz	839174732	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15909871/DTU_2025_1036887_101_MG_LVK_60_SE.fq.gz	DTU-GE	DTU_2025_1036887_101_MG_LVK_60_SE
ERR15909877	PRJEB88111	ERP171251	SAMEA120577477	ERX15305651	ERA35258672	9823	Sus scrofa		WGS	RANDOM	146364	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2025_1036889_101_MG_LVK_74_SE	webin-reads-DTU_2025_1036889_101_MG_LVK_74_SE	0591b0fc833033d0acc1f205ae10bd46	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/077/ERR15909877/ERR15909877.fastq.gz	171466457	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15909877/DTU_2025_1036889_101_MG_LVK_74_SE.fq.gz	DTU-GE	DTU_2025_1036889_101_MG_LVK_74_SE
ERR15909889	PRJEB88111	ERP171251	SAMEA120577460	ERX15305663	ERA35258685	9823	Sus scrofa		WGS	RANDOM	75645	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2025_1037645_101_MG_LVK_73_SE	webin-reads-DTU_2025_1037645_101_MG_LVK_73_SE	d8797fe3ad4c29813f7a4873e58583b3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/089/ERR15909889/ERR15909889.fastq.gz	148114661	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15909889/DTU_2025_1037645_101_MG_LVK_73_SE.fq.gz	DTU-GE	DTU_2025_1037645_101_MG_LVK_73_SE
ERR15934513	PRJEB88111	ERP171251	SAMEA120577446	ERX15330177	ERA35259867	9823	Sus scrofa		WGS	RANDOM	15279462	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036907_100_MG_ID_3066_W_F150_21_SE	webin-reads-DTU_2024_1036907_100_MG_ID_3066_W_F150_21_SE	0515d85ffb0aaf504fb50ef3af85edf4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/013/ERR15934513/ERR15934513.fastq.gz	45784961320	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15934513/DTU_2024_1036907_100_MG_ID_3066_W_F150_21_SE.fq.gz	DTU-GE	DTU_2024_1036907_100_MG_ID_3066_W_F150_21_SE
ERR15934516	PRJEB88111	ERP171251	SAMEA120577437	ERX15330180	ERA35259935	9823	Sus scrofa		WGS	RANDOM	9461712	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036892_100_MG_LVK_80_SE	webin-reads-DTU_2024_1036892_100_MG_LVK_80_SE	c449b768c653ba5662e578734d86d5f3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/016/ERR15934516/ERR15934516.fastq.gz	18649172350	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15934516/DTU_2024_1036892_100_MG_LVK_80_SE.fq.gz	DTU-GE	DTU_2024_1036892_100_MG_LVK_80_SE
ERR15934783	PRJEB88111	ERP171251	SAMEA120577442	ERX15330447	ERA35260200	9823	Sus scrofa		WGS	RANDOM	7444072	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036902_100_MG_ID_262_W_F146_6_SE	webin-reads-DTU_2024_1036902_100_MG_ID_262_W_F146_6_SE	f7b5063710bfb9792011fbc41e1420a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/083/ERR15934783/ERR15934783.fastq.gz	16390632978	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15934783/DTU_2024_1036902_100_MG_ID_262_W_F146_6_SE.fq.gz	DTU-GE	DTU_2024_1036902_100_MG_ID_262_W_F146_6_SE
ERR15934865	PRJEB88111	ERP171251	SAMEA120577424	ERX15330493	ERA35260237	9823	Sus scrofa		WGS	RANDOM	9597516	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036881_100_MG_LVK_17_SE	webin-reads-DTU_2024_1036881_100_MG_LVK_17_SE	e81bf62eef1312a7a8f20e31f10ed9d5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/065/ERR15934865/ERR15934865.fastq.gz	33740188594	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15934865/DTU_2024_1036881_100_MG_LVK_17_SE.fq.gz	DTU-GE	DTU_2024_1036881_100_MG_LVK_17_SE
ERR15934927	PRJEB88111	ERP171251	SAMEA120577449	ERX15330555	ERA35260385	9823	Sus scrofa		WGS	RANDOM	7993370	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036906_100_MG_ID_3066_W_F150_12_SE	webin-reads-DTU_2024_1036906_100_MG_ID_3066_W_F150_12_SE	cc9e49bd6d4cab37915bf89812426a5c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/027/ERR15934927/ERR15934927.fastq.gz	26377352554	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15934927/DTU_2024_1036906_100_MG_ID_3066_W_F150_12_SE.fq.gz	DTU-GE	DTU_2024_1036906_100_MG_ID_3066_W_F150_12_SE
ERR15935028	PRJEB88111	ERP171251	SAMEA120577432	ERX15330656	ERA35260438	9823	Sus scrofa		WGS	RANDOM	9304321	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036894_100_MG_LVK_83_SE	webin-reads-DTU_2024_1036894_100_MG_LVK_83_SE	3c29d937636f84e710054cfcc614fe5e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/028/ERR15935028/ERR15935028.fastq.gz	20110081468	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15935028/DTU_2024_1036894_100_MG_LVK_83_SE.fq.gz	DTU-GE	DTU_2024_1036894_100_MG_LVK_83_SE
ERR15935141	PRJEB88111	ERP171251	SAMEA120577435	ERX15330769	ERA35260610	9823	Sus scrofa		WGS	RANDOM	7018733	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036890_100_MG_LVK_76_SE	webin-reads-DTU_2024_1036890_100_MG_LVK_76_SE	167e7bcf633d6f06b554a47afc10f4db	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/041/ERR15935141/ERR15935141.fastq.gz	26303324585	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15935141/DTU_2024_1036890_100_MG_LVK_76_SE.fq.gz	DTU-GE	DTU_2024_1036890_100_MG_LVK_76_SE
ERR15935218	PRJEB88111	ERP171251	SAMEA120577426	ERX15330846	ERA35260618	9823	Sus scrofa		WGS	RANDOM	5055839	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036882_100_MG_LVK_42_SE	webin-reads-DTU_2024_1036882_100_MG_LVK_42_SE	5a634a3aa047b9d5604ab373a05d67f9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/018/ERR15935218/ERR15935218.fastq.gz	16763690172	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15935218/DTU_2024_1036882_100_MG_LVK_42_SE.fq.gz	DTU-GE	DTU_2024_1036882_100_MG_LVK_42_SE
ERR15936552	PRJEB88111	ERP171251	SAMEA120577448	ERX15332150	ERA35260680	9823	Sus scrofa		WGS	RANDOM	6930698	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036904_100_MG_ID_1188_W_F139_2_SE	webin-reads-DTU_2024_1036904_100_MG_ID_1188_W_F139_2_SE	1061072d42fd572a3df017fe0ed597ef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/052/ERR15936552/ERR15936552.fastq.gz	28192369718	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15936552/DTU_2024_1036904_100_MG_ID_1188_W_F139_2_SE.fq.gz	DTU-GE	DTU_2024_1036904_100_MG_ID_1188_W_F139_2_SE
ERR15941696	PRJEB88111	ERP171251	SAMEA120581432	ERX15337241	ERA35261322	562	Escherichia coli		WGS	RANDOM	116233	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035959_100_SI_LVK_80_SE	webin-reads-DTU_2024_1035959_100_SI_LVK_80_SE	55d6a3625095bd4fdbd3638162bbe6e4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/096/ERR15941696/ERR15941696.fastq.gz	729293952	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15941696/DTU_2024_1035959_100_SI_LVK_80_SE.fq.gz	DTU-GE	DTU_2024_1035959_100_SI_LVK_80_SE
ERR15941760	PRJEB88111	ERP171251	SAMEA120581451	ERX15337305	ERA35261386	1502	Clostridium perfringens		WGS	RANDOM	225944	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035978_100_SI_CP_10C_SE	webin-reads-DTU_2024_1035978_100_SI_CP_10C_SE	db7c2564c3f2b65d2e03f4eb0b58b91b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/060/ERR15941760/ERR15941760.fastq.gz	1161902916	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15941760/DTU_2024_1035978_100_SI_CP_10C_SE.fq.gz	DTU-GE	DTU_2024_1035978_100_SI_CP_10C_SE
ERR15942141	PRJEB88111	ERP171251	SAMEA120581444	ERX15337686	ERA35261774	562	Escherichia coli		WGS	RANDOM	233647	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035971_100_SI_DTU_76C_SE	webin-reads-DTU_2024_1035971_100_SI_DTU_76C_SE	76198fe443a948e5f3058ab873425a41	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/041/ERR15942141/ERR15942141.fastq.gz	1110901488	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942141/DTU_2024_1035971_100_SI_DTU_76C_SE.fq.gz	DTU-GE	DTU_2024_1035971_100_SI_DTU_76C_SE
ERR15942144	PRJEB88111	ERP171251	SAMEA120581472	ERX15337689	ERA35261777	1502	Clostridium perfringens		WGS	RANDOM	152812	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035999_100_SI_CP_100B_SE	webin-reads-DTU_2024_1035999_100_SI_CP_100B_SE	0882fe30e2491102ca406db90d5c605c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/044/ERR15942144/ERR15942144.fastq.gz	855869818	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942144/DTU_2024_1035999_100_SI_CP_100B_SE.fq.gz	DTU-GE	DTU_2024_1035999_100_SI_CP_100B_SE
ERR15942159	PRJEB88111	ERP171251	SAMEA120581463	ERX15337704	ERA35261797	1502	Clostridium perfringens		WGS	RANDOM	329453	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035990_100_SI_CP_59B_SE	webin-reads-DTU_2024_1035990_100_SI_CP_59B_SE	9c412fb1cd5614121cfb4aa51af3b8e1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/059/ERR15942159/ERR15942159.fastq.gz	1374843911	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942159/DTU_2024_1035990_100_SI_CP_59B_SE.fq.gz	DTU-GE	DTU_2024_1035990_100_SI_CP_59B_SE
ERR15942204	PRJEB88111	ERP171251	SAMEA120581470	ERX15337749	ERA35261842	1502	Clostridium perfringens		WGS	RANDOM	185902	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035997_100_SI_CP_94C_SE	webin-reads-DTU_2024_1035997_100_SI_CP_94C_SE	4b554ee38ae6dcebdaa73a316945fc8b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/004/ERR15942204/ERR15942204.fastq.gz	964345655	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942204/DTU_2024_1035997_100_SI_CP_94C_SE.fq.gz	DTU-GE	DTU_2024_1035997_100_SI_CP_94C_SE
ERR15942208	PRJEB88111	ERP171251	SAMEA120581433	ERX15337753	ERA35261846	562	Escherichia coli		WGS	RANDOM	103387	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1035960_100_SI_LVK_83_SE	webin-reads-DTU_2024_1035960_100_SI_LVK_83_SE	2f4a8a50635a81738ce84c442c93bf98	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/008/ERR15942208/ERR15942208.fastq.gz	620039829	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15942208/DTU_2024_1035960_100_SI_LVK_83_SE.fq.gz	DTU-GE	DTU_2024_1035960_100_SI_LVK_83_SE
ERR15909875	PRJEB88111	ERP171251	SAMEA120577455	ERX15305649	ERA35258670	9823	Sus scrofa		WGS	RANDOM	933197	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2025_1036884_101_MG_LVK_48_SE	webin-reads-DTU_2025_1036884_101_MG_LVK_48_SE	f18327255096998e3e3b0e08b1adc7c3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/075/ERR15909875/ERR15909875.fastq.gz	1349481282	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15909875/DTU_2025_1036884_101_MG_LVK_48_SE.fq.gz	DTU-GE	DTU_2025_1036884_101_MG_LVK_48_SE
ERR15909883	PRJEB88111	ERP171251	SAMEA120577457	ERX15305657	ERA35258678	9823	Sus scrofa		WGS	RANDOM	439524	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2025_1036894_101_MG_LVK_83_SE	webin-reads-DTU_2025_1036894_101_MG_LVK_83_SE	beff80cb4e9d47a82b26c6b953be8fe2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/083/ERR15909883/ERR15909883.fastq.gz	575125110	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15909883/DTU_2025_1036894_101_MG_LVK_83_SE.fq.gz	DTU-GE	DTU_2025_1036894_101_MG_LVK_83_SE
ERR15934505	PRJEB88111	ERP171251	SAMEA120577450	ERX15330169	ERA35259828	9823	Sus scrofa		WGS	RANDOM	1579898	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2025_1037643_100_MG_LVK_8_SE	webin-reads-DTU_2025_1037643_100_MG_LVK_8_SE	8fc17879c433204320b03278daa2e2bf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/005/ERR15934505/ERR15934505.fastq.gz	7163943298	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15934505/DTU_2025_1037643_100_MG_LVK_8_SE.fq.gz	DTU-GE	DTU_2025_1037643_100_MG_LVK_8_SE
ERR15934764	PRJEB88111	ERP171251	SAMEA120577445	ERX15330428	ERA35260161	9823	Sus scrofa		WGS	RANDOM	6658378	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036903_100_MG_ID_262_W_F146_11_SE	webin-reads-DTU_2024_1036903_100_MG_ID_262_W_F146_11_SE	017f8f17bd39c3e7654f46d179fb3663	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/064/ERR15934764/ERR15934764.fastq.gz	16665850109	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15934764/DTU_2024_1036903_100_MG_ID_262_W_F146_11_SE.fq.gz	DTU-GE	DTU_2024_1036903_100_MG_ID_262_W_F146_11_SE
ERR15934787	PRJEB88111	ERP171251	SAMEA120577451	ERX15330451	ERA35260207	9823	Sus scrofa		WGS	RANDOM	2651955	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2025_1037645_100_MG_LVK_73_SE	webin-reads-DTU_2025_1037645_100_MG_LVK_73_SE	1c1522fefc775ff55b5f5bfdfefa70d3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/087/ERR15934787/ERR15934787.fastq.gz	9479587076	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15934787/DTU_2025_1037645_100_MG_LVK_73_SE.fq.gz	DTU-GE	DTU_2025_1037645_100_MG_LVK_73_SE
ERR15935285	PRJEB88111	ERP171251	SAMEA120577438	ERX15330913	ERA35260624	9823	Sus scrofa		WGS	RANDOM	4800509	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036898_100_MG_LVK_98_SE	webin-reads-DTU_2024_1036898_100_MG_LVK_98_SE	0fd8da78994ceac55f71bdd580eaa83a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/085/ERR15935285/ERR15935285.fastq.gz	10157835448	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15935285/DTU_2024_1036898_100_MG_LVK_98_SE.fq.gz	DTU-GE	DTU_2024_1036898_100_MG_LVK_98_SE
ERR15935578	PRJEB88111	ERP171251	SAMEA120577443	ERX15331184	ERA35260632	9823	Sus scrofa		WGS	RANDOM	10750262	Metagenomics for detection of bacterial pathogens, antimicrobial resistance and virulence genes in diarrhoeal pigs	cfc855b7-37f7-4bf6-959b-2a2aafd1689a	webin-reads-DTU_2024_1036900_100_MG_LVK_102_SE	webin-reads-DTU_2024_1036900_100_MG_LVK_102_SE	28ec7ae519b3e546889dbb5326c917d6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR159/078/ERR15935578/ERR15935578.fastq.gz	16652826935	ftp.sra.ebi.ac.uk/vol1/run/ERR159/ERR15935578/DTU_2024_1036900_100_MG_LVK_102_SE.fq.gz	DTU-GE	DTU_2024_1036900_100_MG_LVK_102_SE
